Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Urban Park Rangers,General Public,09/19/2020 10:00:00 AM,Manhattan,Park,Inwood Hill Park,Raptor Rhapsody,Local Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/19/2020 11:00:00 AM,Staten Island,Park,Brookfield Park,Not a cloud in the sky,Community Based Event,Nature,Summer 2020,1,General Public
Urban Park Rangers,General Public,09/18/2020 02:00:00 PM,Bronx,Park,Pelham Bay Park,Monarch Release,Agency Produced Event,Nature,Summer 2020,13,General Public
Urban Park Rangers,General Public,09/19/2020 02:00:00 PM,Brooklyn,Park,Scarangella Park,,Community Based Event,Nature,Summer 2020,0,General Public
Urban Park Rangers,General Public/Conference House Park,09/19/2020 09:00:00 AM,Staten Island,Park,Conference House Park,International Coastal Cleanup,Community Based Event,Nature,Summer 2020,65,General Public
Urban Park Rangers,General Public,09/19/2020 01:05:00 PM,Queens,Park,Bayswater Park,Bayswater Bass,Community Based Event,Nature,Summer 2020,11,General Public
Urban Park Rangers,General Public,09/27/2020 11:00:00 AM,Queens,Park,Flushing Meadows Corona Park,Acorn Shapes,Community Based Event,Nature,Summer 2020,6,General Public
Recreation,Jazz Foundation of America,05/26/2018 01:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,AC&F Jazz Concert,Community Based Event,Arts/Culture,,66,General Public
Urban Park Rangers,General Public,09/20/2020 10:00:00 AM,Staten Island,Park,Clove Lakes Park,Park Clean Up,Community Based Event,Nature,Summer 2020,30,General Public
Urban Park Rangers,General Public,09/20/2020 12:00:00 PM,Queens,Park,Kissena Park,Nature Scavenger Hunt,Community Based Event,Nature,Summer 2020,23,General Public
Urban Park Rangers,General Public,09/19/2020 02:00:00 PM,Bronx,Park,Barretto Point Park,Backyard Bass,Community Based Event,Nature,Summer 2020,2,General Public
Urban Park Rangers,General Public,09/20/2020 02:40:00 PM,Bronx,Playground,Fountain Of Youth Playground,Stick Bug Fun,Community Based Event,Nature,Summer 2020,10,Tot;#Children;#General Public;#Adults
Urban Park Rangers,General Public,09/20/2020 02:00:00 PM,Brooklyn,Park,Fort Greene Park,Fire at the Fort,Community Based Event,Nature,Summer 2020,7,Adults;#Children
Urban Park Rangers,General Public,09/20/2020 04:00:00 PM,Staten Island,Park,Wolfe's Pond Park,Ranger Trivia!,Community Based Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/21/2020 05:00:00 PM,Staten Island,Playground,Wolfe's Pond Park Playground,Ranger Trivia!,Community Based Event,Nature,Summer 2020,18,General Public
Urban Park Rangers,General Public,09/20/2020 02:00:00 PM,Bronx,Park,St. Mary's Park,Stick Bug Fun & Nature Art,Community Based Event,Nature,Summer 2020,14,Tot;#Children;#Adults;#General Public
Recreation,,09/17/2020 08:45:00 AM,Bronx,Recreation Center,St. James Recreation Center,Stretching & Relaxation,Open House,Fitness,Fitness,9,Young Adult;#Adults;#Seniors
Urban Park Rangers,General Public,09/20/2020 12:00:00 PM,Brooklyn,Park,Brooklyn Bridge Park,Late Summer Wildflowers and Early Fall Migrants,Community Based Event,Nature,Summer 2020,4,General Public
,CM Louis,05/10/2022 07:00:00 PM,Brooklyn,,Paerdegat Park,Caribbean Dance Fitness,,Arts/Culture,Dance,,
Recreation,,02/28/2018 06:00:00 AM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired by... Robert Indiana,Agency Produced Event,Arts/Culture,,32,General Public
Recreation,ACF Art Students League,09/19/2020 12:00:00 PM,Bronx,Park,Loreto,ACF Fabric Collage,Agency Produced Event,Arts/Culture,Summer 2020,40,Children;#Adults
Urban Park Rangers,General Public,09/20/2020 03:10:00 PM,Manhattan,Park,Union Square Park,Native Americans,Community Based Event,Nature,Summer 2020,17,General Public
Public Programs,,09/18/2020 07:30:00 AM,Bronx,Recreation Center,St. James Recreation Center,Hiit Circuit Fitness,Open House,Fitness,Fitness,9,Young Adult;#Adults;#Seniors
Urban Park Rangers,General Public,09/21/2020 01:15:00 PM,Brooklyn,Park,Prospect Park,Vale of Cashmere Warbler Bonanza,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,09/20/2020 12:00:00 PM,Manhattan,Park,Fort Tryon Park,Native Americans,Community Based Event,Nature,Summer 2020,42,General Public
Urban Park Rangers,General Public,09/21/2020 02:00:00 PM,Queens,Park,Forest Park,Human Impact on Ecosystems,Community Based Event,Nature,Summer 2020,3,General Public
Urban Park Rangers,General Public,09/21/2020 02:00:00 PM,Bronx,Park,Van Cortlandt Park,Nature Hike,Agency Produced Event,Nature,Summer 2020,0,General Public
Urban Park Rangers,General Public,09/21/2020 10:30:00 AM,Manhattan,Park,Inwood Hill Park,"Earth, Wig, and Firewood",Community Based Event,Nature,Summer 2020,3,General Public
Urban Park Rangers,General Public,09/21/2020 04:00:00 PM,Brooklyn,Other,Parade Ground,Bowling Green Cottage Clean-Up and Planting,Community Based Event,Nature,Summer 2020,2,General Public
Recreation,,09/22/2020 07:00:00 AM,Bronx,Recreation Center,St. James Recreation Center,Spin for Life,Community Based Event,Fitness,Fitness,18,Adults;#Seniors;#Young Adult
Recreation,Harlem Dance Club,05/05/2018 02:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Harlem Dance: Capoeira,Community Based Event,Fitness,Dance,30,General Public
Urban Park Rangers,General Public,09/22/2020 10:30:00 AM,Brooklyn,Park,Saratoga Park,Simon Says Put On A Mask!,Community Based Event,Nature,Summer 2020,8,Tot;#Children
Urban Park Rangers,General Public,09/21/2020 03:00:00 PM,Manhattan,Park,Fort Washington Park,Backyard Bass,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,09/22/2020 08:40:00 AM,Manhattan,Park,Central Park,Birding Bonanza,Community Based Event,Nature,Summer 2020,47,General Public
Urban Park Rangers,General Public,09/21/2020 03:10:00 PM,Staten Island,Park,Westerleigh Park,Photo Scavenger Hunt,Community Based Event,Nature,Summer 2020,10,General Public
Urban Park Rangers,General Public,09/22/2020 02:15:00 PM,Staten Island,Park,Bloomingdale Park,Spot the Lantern Fly!,Community Based Event,Nature,Summer 2020,11,General Public
Urban Park Rangers,General Public,09/22/2020 02:45:00 PM,Staten Island,Park,Woodhull Park,Spot the Lantern Fly!,Community Based Event,Nature,Summer 2020,8,General Public
Recreation,ACF,09/22/2020 11:00:00 AM,Bronx,Park,Poe Park,ACF Drawing with Ian,Agency Produced Event,Arts/Culture,Summer 2020,10,Children;#Adults
Urban Park Rangers,General Public,09/22/2020 03:20:00 PM,Bronx,Playground,Ben Abrams Playground,Animal Heads-Up,Community Based Event,Nature,Summer 2020,9,Children;#General Public
Urban Park Rangers,General Public,09/22/2020 02:20:00 PM,Staten Island,Park,Von Briesen Park,Tree Neighbors,Community Based Event,Nature,Summer 2020,5,General Public
Urban Park Rangers,General Public,09/22/2020 03:10:00 PM,Staten Island,Park,Wolfe's Pond Park,Spot the Lantern Fly!,Community Based Event,Nature,Summer 2020,5,General Public
Recreation,Jazz Foundation of America,05/10/2018 01:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,AC&F Jazz Concert,Community Based Event,Arts/Culture,AC&F,45,General Public
Urban Park Rangers,General Public,09/22/2020 03:00:00 PM,Queens,Park,Kissena Park,Nature Detectives Hunt,Community Based Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/22/2020 04:15:00 PM,Bronx,Playground,River Park,Ranger Says!,Community Based Event,Nature,Summer 2020,8,General Public;#Children;#Teens
Urban Park Rangers,General Public,09/22/2020 05:00:00 PM,Manhattan,Park,Inwood Hill Park,Raptors on Hudson,Local Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/22/2020 03:00:00 PM,Brooklyn,Park,Fort Greene Park,Primitive Tools and Firemaking,Community Based Event,Nature,Summer 2020,16,General Public
Urban Park Rangers,General Public,09/22/2020 03:43:00 PM,Staten Island,Playground,Clove Lakes Playground,Buggin' Out with Urban Park Rangers,Community Based Event,Nature,Summer 2020,15,General Public
Recreation,Puppet Mobile,09/22/2020 07:00:00 PM,Manhattan,Park,Highbridge Park,Puppet Making Workshop,Local Event,Arts/Culture,Summer 2020,0,Children;#Tot
Recreation,ACF,09/23/2020 10:00:00 AM,Bronx,Park,Van Cortlandt Park,Nature Art Watercolor at Van Cortlandt Park with Amy Digi,Agency Produced Event,Arts/Culture,Summer 2020,12,Children;#Adults
Recreation,,09/14/2020 11:00:00 AM,Queens,Park,Astoria Heights Park,Kids in Motion,Community Based Event,KIM,Summer 2020,48,Tot;#Children;#General Public
Urban Park Rangers,General Public,09/23/2020 02:00:00 PM,Staten Island,Park,Willowbrook Park,"Orienteering, find your way!",Community Based Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/18/2020 05:00:00 PM,Bronx,Park,Pelham Bay Park,Spiders are cool,Agency Produced Event,Nature,Summer 2020,4,Adults;#Children
Recreation,,05/11/2018 12:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Mother's Day Fear Factor,Community Based Event,Family Festival,,16,Adults;#Children;#Teens;#General Public
Urban Park Rangers,General Public,09/23/2020 11:00:00 AM,Queens,Park,Oakland Lake,Flora & Fauna of Oakland Lake,Community Based Event,Nature,Summer 2020,4,General Public
,,09/10/2022 07:30:00 PM,Queens,,Springfield Park,Movies Under The Stars: Jungle Cruise,,Mobile Unit,M.U.T.S,65,
Urban Park Rangers,General Public,09/23/2020 03:30:00 PM,Brooklyn,Park,Marine Park,Raptor Chase!,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,09/12/2020 02:00:00 PM,Bronx,Park,Barretto Point Park,Backyard Bass,Agency Produced Event,Nature,Summer 2020,17,Children
Urban Park Rangers,General Public,09/23/2020 03:30:00 PM,Brooklyn,Park,Fort Greene Park,Campfire Sing Along,Community Based Event,Nature,Summer 2020,12,General Public
Urban Park Rangers,General Public,09/23/2020 12:00:00 PM,Brooklyn,Park,Calvert Vaux Park,Raptor Watch,Community Based Event,Nature,Summer 2020,3,Children;#General Public
Urban Park Rangers,General Public,09/23/2020 11:00:00 AM,Manhattan,Park,Riverside Park,Why Would Anyone Feed Raccoons?,Community Based Event,Nature,Summer 2020,6,General Public
Recreation,,09/23/2020 10:00:00 AM,Bronx,Park,Williamsbridge Oval Park,Circuit Training,Community Based Event,Fitness,Summer 2020,7,Adults;#Young Adult;#Seniors
Urban Park Rangers,General Public,09/23/2020 02:30:00 PM,Manhattan,Park,Marcus Garvey Park,Soft Re-Opening of the Mount Morris Fire Watchtower,Community Based Event,Nature,Summer 2020,4,General Public
Urban Park Rangers,General Public,09/23/2020 04:30:00 PM,Brooklyn,Park,Marine Park,Invasive Plants Removal,Community Based Event,Nature,Summer 2020,1,General Public
Urban Park Rangers,General Public,09/23/2020 10:30:00 AM,Brooklyn,Park,Marine Park,Plants of the Marsh,Community Based Event,Nature,Summer 2020,1,General Public
Recreation,,05/22/2018 12:00:00 PM,Bronx,Park,Van Cortlandt Park,Play at Van Courtland,Community Based Event,Mobile Unit,Play,70,Children
Recreation,,05/09/2018 06:00:00 AM,Manhattan,Recreation Center,Hamilton Fish Recreation Center,Mother's Tea and Spa Day,Agency Produced Event,Arts/Culture,,30,Adults;#Seniors;#Adaptive
Recreation,Ocean Breeze Recreation Staff,09/14/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,16,General Public
Recreation,Ocean Breeze Recreation Staff,09/14/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,0,General Public
Recreation,Ocean Breeze Recreation Staff,09/14/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,Sport,Summer 2020,0,General Public
Recreation,Ocean Breeze Recreation Staff,09/14/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,Summer 2020,10,General Public
Recreation,Ocean Breeze Park,09/21/2020 12:00:00 PM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Street Hockey,Open House,Sport,Summer 2020,0,General Public
Recreation,Ocean Breeze Recreation Staff,09/14/2020 09:45:00 AM,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,Summer 2020,11,General Public;#Seniors
Recreation,Ocean Recreation Staff,08/10/2020 09:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Cross Country,Open House,Sport,Summer 2020,62,General Public
Recreation,Ocean Breeze Recreation Staff,09/21/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Inspiration Motivation,Open House,Fitness,Summer 2020,15,General Public
Recreation,Ocean Breeze Recreation Staff,08/11/2020 09:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Cross Country,Open House,Sport,Summer 2020,53,General Public
Recreation,Ocean Breeze Recreation Staff,08/12/2020 09:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Cross Country,Community Based Event,Sport,Summer 2020,52,General Public
Recreation,Jazz Foundation of America,05/03/2018 03:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,AC&F Jazz Concert,Community Based Event,Arts/Culture,AC&F,60,General Public
Recreation,Ocean Breeze Recreation Staff,09/21/2020 08:30:00 AM,Staten Island,Park,Ocean Breeze Park,Open Patio Area,Open House,Family Festival,Summer 2020,13,General Public
Recreation,Ocean Breeze Recreation Staff,08/13/2020 09:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Cross Country,Open House,Sport,Summer 2020,61,General Public
Recreation,ADAPT Nate Vaky,09/25/2020 11:00:00 AM,Bronx,Other,Virtual Poe Park,Virtual Special Express Writers Anthology Project,Agency Produced Event,Arts/Culture,Play,6,Adults
Recreation,Ocean Breeze Recreation Staff,08/14/2020 09:00:00 AM,Staten Island,Park,Ocean Breeze Park,Ocean Breeze Summer Sports Sizzler - Cross Country,Open House,Sport,Summer 2020,55,General Public
Urban Park Rangers,General public,09/24/2020 03:15:00 PM,Queens,Park,Alley Pond Park,What is Orienteering?,Community Based Event,Nature,Summer 2020,3,General Public
Urban Park Rangers,General Public,09/24/2020 02:00:00 PM,Manhattan,Park,Marcus Garvey Park,Mount Morris Fire Watchtower,Community Based Event,Arts/Culture,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/24/2020 02:40:00 PM,Staten Island,Park,Brookfield Park,"Bugs are gross, but I like them.",Community Based Event,Nature,Summer 2020,5,General Public
Recreation,Ocean Breeze Recreation Staff,09/21/2020 02:00:00 PM,Staten Island,Park,Ocean Breeze Park,Side Walk Games,Open House,Family Festival,Summer 2020,0,General Public
Recreation,Ocean Breeze Recreation Staff,09/21/2020 09:30:00 AM,Staten Island,Park,Ocean Breeze Park,Step & Fit,Open House,Fitness,Summer 2020,12,General Public
Urban Park Rangers,General Public,09/25/2020 12:00:00 PM,Brooklyn,Park,Coffey Park,Meet the Rangers,Community Based Event,Nature,Summer 2020,5,Children;#General Public
Recreation,,05/11/2018 06:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,"Focus Up, A Coversation with Our Youth",Community Based Event,Academic/Out of School time,Lecture/Panel/Talk,20,Teens;#Young Adult;#Children
Urban Park Rangers,General Public,09/25/2020 02:30:00 PM,Staten Island,Park,Clove Lakes Park,"Yup, that's right. We're making a fire!",Community Based Event,Nature,Summer 2020,2,General Public
Recreation,Art Students League,09/24/2020 10:30:00 AM,Manhattan,Playground,Moore Playground,Arts Culture & Fun Workshop,Local Event,Arts/Culture,AC&F,2,Adults
Urban Park Rangers,General Public,09/24/2020 02:30:00 PM,Staten Island,Park,Conference House Park,Beach Ecology,Community Based Event,Nature,Summer 2020,0,General Public
Urban Park Rangers,general public,09/25/2020 04:00:00 PM,Queens,Park,Mauro Park,Fish 'n' Critters,Community Based Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/25/2020 04:15:00 PM,Staten Island,Park,Wolfe's Pond Park,Roy G Biv,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,09/26/2020 11:00:00 AM,Queens,Park,Rockaway Beach,Coastal Exploration,Agency Produced Event,Nature,Summer 2020,15,General Public
Urban Park Rangers,General Public,09/26/2020 10:00:00 AM,Manhattan,Park,Fort Washington Park,Urban Park Ranger Volunteer Litter Clean Up,Community Based Event,Nature,Summer 2020,7,General Public
Urban Park Rangers,General Public,09/26/2020 03:15:00 PM,Queens,Park,Forest Park,Turtle Time with Eagle Scout Owen,Community Based Event,Nature,Summer 2020,8,General Public
Urban Park Rangers,General Public,09/26/2020 10:00:00 AM,Staten Island,Park,Wolfe's Pond Park,Volunteer Litter Clean Up,Community Based Event,Nature,Summer 2020,31,General Public
Urban Park Rangers,General Public,09/26/2020 12:00:00 PM,Brooklyn,Park,Marine Park,All about Box Turtles,Community Based Event,Nature,Summer 2020,6,General Public
Recreation,Harlem Dance Club,05/19/2018 01:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,"Harlem Dance: Vogue, Pop, Dip, and Spin",Community Based Event,Arts/Culture,Dance,45,General Public
Urban Park Rangers,General Public,09/27/2020 11:38:00 AM,Queens,Park,Captain Tilly Park,Exploration Time!,Community Based Event,Nature,Summer 2020,9,General Public
Urban Park Rangers,General Public,09/27/2020 02:37:00 PM,Staten Island,Park,Bloomingdale Park,Ranger Trivia,Community Based Event,Nature,Summer 2020,40,General Public;#Children;#Tot;#Adults
Recreation,,09/25/2020 07:30:00 AM,Bronx,Recreation Center,St. James Recreation Center,HIIT Circuit,Open House,Fitness,Fitness,9,Young Adult;#Adults;#Seniors
Urban Park Rangers,General Public,09/27/2020 12:23:00 PM,Queens,Park,Captain Tilly Park,Scavenger Hunt!,Community Based Event,Nature,Summer 2020,6,General Public
Urban Park Rangers,General Public,09/27/2020 11:00:00 AM,Staten Island,Park,Clove Lakes Park,Warbler Watch,Community Based Event,Nature,Summer 2020,25,General Public
