scientific,common,year,id,geometry,park
Platanus x acerifolia , London planetree,2018,NA,"c(1836897.32059444, 2198092.74597012)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837641.41747785, 2198471.47985338)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837471.39462914, 2197646.35028684)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1837172.45874306, 2198293.31709986)",PelhamBaySouth
Tilia americana , American basswood,2018,NA,"c(1836641.57827258, 2198088.94121109)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837075.96469322, 2198265.4306399)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837044.20208371, 2198201.25460694)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837709.34514839, 2198493.10945272)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837485.18157243, 2198227.24075516)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837291.36873667, 2198218.20741866)",PelhamBaySouth
Juglans nigra , black walnut,2018,NA,"c(1838008.15275724, 2197716.70855802)",PelhamBaySouth
Malus , apple,2018,NA,"c(1837447.41049803, 2198116.12309064)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836807.60531743, 2198038.00314271)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836674.10948338, 2197923.00634345)",PelhamBaySouth
Malus , apple,2018,NA,"c(1837314.18083858, 2198044.53943116)",PelhamBaySouth
Quercus ellipsoidalis , northern pin oak,2018,NA,"c(1837091.36898473, 2198223.00956152)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1837334.17792062, 2198025.69424509)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1836634.3948794, 2197829.99554287)",PelhamBaySouth
Ailanthus altissima , tree of heaven,2018,NA,"c(1838000.5487059, 2197836.76373967)",PelhamBaySouth
Ailanthus altissima , tree of heaven,2018,NA,"c(1837873.19817667, 2198748.691612)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837529.13913077, 2198189.33904124)",PelhamBaySouth
Salix alba , white willow,2018,NA,"c(1837705.52068929, 2198408.52810091)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837425.45054865, 2198101.57511685)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836807.24177772, 2198125.23996997)",PelhamBaySouth
Nyssa sylvatica , blackgum,2018,NA,"c(1837670.23969694, 2197805.64566838)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837521.48958551, 2198278.86028254)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1836853.15290613, 2198137.21867637)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836734.43095437, 2198185.08350275)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1836819.15658129, 2198148.16042875)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837670.37749658, 2198433.80975622)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837453.76021236, 2197625.5749467)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837451.32394645, 2197651.33094629)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837209.87862004, 2197933.74117121)",PelhamBaySouth
Pinus strobus , eastern white pine,2018,NA,"c(1837083.03452208, 2198385.93210328)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837462.39078771, 2198344.54739707)",PelhamBaySouth
Prunus serotina , black cherry,2018,NA,"c(1837786.29653366, 2197657.67811101)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837547.99447006, 2198247.40619791)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837558.75929235, 2198233.55855034)",PelhamBaySouth
Malus , apple,2018,NA,"c(1837462.28963272, 2197735.89033815)",PelhamBaySouth
Prunus serotina , black cherry,2018,NA,"c(1837792.88612807, 2197661.75850954)",PelhamBaySouth
Styphnolobium japonicum , Japanese pagoda tree,2018,NA,"c(1837313.82020794, 2198036.84036936)",PelhamBaySouth
Pinus strobiformis , southwestern white pine,2018,NA,"c(1836770.94201876, 2198099.80796392)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837626.33016014, 2198348.7423156)",PelhamBaySouth
Ulmus americana , American elm,2018,NA,"c(1837820.96245949, 2197680.76070011)",PelhamBaySouth
Tilia americana , American basswood,2018,NA,"c(1836749.27277849, 2198166.51947166)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836685.08630228, 2198131.70410674)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837464.07037888, 2198219.71980608)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837328.27095669, 2197998.3301293)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837457.34923543, 2198211.0205975)",PelhamBaySouth
Cornus mas , Cornelian cherry,2018,NA,"c(1836677.85396124, 2197929.49031313)",PelhamBaySouth
Quercus , Oak,2018,NA,"c(1837487.0362168, 2198162.06769916)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1837126.71134482, 2198315.15962656)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1836658.60950425, 2198013.83366344)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836556.56664295, 2198029.79293299)",PelhamBaySouth
Platanus x acerifolia , London planetree,2018,NA,"c(1836821.03509936, 2198038.276816)",PelhamBaySouth
Prunus serotina , black cherry,2018,NA,"c(1836757.65231406, 2198006.27884575)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837415.72388227, 2198224.15660009)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836671.15011664, 2198038.92066018)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837472.8166942, 2198185.92879758)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837262.32525454, 2198299.66500523)",PelhamBaySouth
Ailanthus altissima , tree of heaven,2018,NA,"c(1837998.39230815, 2197837.60498129)",PelhamBaySouth
Juglans nigra , black walnut,2018,NA,"c(1837971.48634513, 2197773.47903782)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1836801.7730053, 2198037.05917567)",PelhamBaySouth
Prunus , Cherry,2018,NA,"c(1836643.67401454, 2197859.16058763)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1836676.87688924, 2198151.96435629)",PelhamBaySouth
Acer saccharum , sugar maple,2018,NA,"c(1837993.07030871, 2197835.36139516)",PelhamBaySouth
Tilia americana , American basswood,2018,NA,"c(1836690.76600354, 2198104.2736059)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1837523.10674576, 2198203.26460007)",PelhamBaySouth
Ulmus americana , American elm,2018,NA,"c(1836968.82433632, 2198121.17614136)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837364.34896161, 2198357.47925517)",PelhamBaySouth
Ilex opaca , American holly,2018,NA,"c(1836765.0490418, 2198089.60983814)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1836717.31185374, 2197981.59192788)",PelhamBaySouth
Juglans nigra , black walnut,2018,NA,"c(1837977.02241255, 2197816.27431459)",PelhamBaySouth
Pinus strobus , eastern white pine,2018,NA,"c(1836649.39556671, 2197863.34609318)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837461.10152495, 2197706.49165962)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1836764.82493671, 2198096.83138659)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837359.29621876, 2198359.42484396)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837351.8977595, 2198225.30879079)",PelhamBaySouth
Metasequoia glyptostroboides , dawn redwood,2018,NA,"c(1837541.68905863, 2198223.88589499)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836567.77339051, 2197994.11369679)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1836581.23662014, 2197997.30382981)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1837233.0706404, 2198293.1275781)",PelhamBaySouth
Quercus coccinea , scarlet oak,2018,NA,"c(1837369.19956368, 2198331.90258596)",PelhamBaySouth
Ulmus americana , American elm,2018,NA,"c(1837999.86066522, 2197727.39609059)",PelhamBaySouth
Prunus , Cherry,2018,NA,"c(1837418.76283611, 2198095.88618069)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836802.32558542, 2198010.86834955)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836793.04340702, 2198098.15201963)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837493.46541214, 2198180.48410558)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836802.08670181, 2198094.04776751)",PelhamBaySouth
Tilia americana , American basswood,2018,NA,"c(1837449.83177617, 2198134.70065396)",PelhamBaySouth
Prunus , Cherry,2018,NA,"c(1837762.42190153, 2197788.11140742)",PelhamBaySouth
Quercus phellos , willow oak,2018,NA,"c(1837507.87849535, 2198237.06800629)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1836829.56541506, 2198117.59173289)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837496.06509172, 2198284.9974949)",PelhamBaySouth
Styphnolobium japonicum , Japanese pagoda tree,2018,NA,"c(1837318.96711116, 2198046.94891528)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837435.94941794, 2198227.11864212)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1837236.21578088, 2198291.67340393)",PelhamBaySouth
Quercus phellos , willow oak,2018,NA,"c(1837426.04597572, 2198186.95967028)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836701.76687518, 2198144.87528793)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837368.39463963, 2198084.08671927)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837311.77388737, 2198368.79823183)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1836648.90939659, 2198004.59784062)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836750.17010103, 2197986.03435748)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837046.81290912, 2198218.97388656)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837480.72939979, 2198127.24625607)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837390.83036706, 2198205.87076369)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1836636.75665959, 2197977.50402289)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837380.89023383, 2198215.07303579)",PelhamBaySouth
Prunus serotina , black cherry,2018,NA,"c(1837879.34472792, 2197686.05213749)",PelhamBaySouth
Carya ovata , shagbark hickory,2018,NA,"c(1837373.43386569, 2198327.11102811)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837269.18723281, 2198306.75343294)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837461.69745875, 2197632.63764818)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836656.62533872, 2198130.26211117)",PelhamBaySouth
Ulmus pumila , Siberian elm,2018,NA,"c(1837120.51858305, 2198300.44720066)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837398.08940033, 2198269.40355039)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837466.63132537, 2197701.69671459)",PelhamBaySouth
Metasequoia glyptostroboides , dawn redwood,2018,NA,"c(1837536.59557292, 2198218.74566897)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1836797.69937141, 2198138.85915051)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836724.59663638, 2197956.06919974)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837466.60801285, 2198206.31980614)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837156.78684821, 2198069.97004757)",PelhamBaySouth
Quercus alba , white oak,2018,NA,"c(1836795.42520687, 2198013.81908482)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836586.68983244, 2198003.53804674)",PelhamBaySouth
Gleditsia triacanthos var. inermis , Thornless honeylocust,2018,NA,"c(1836618.78447448, 2198011.15025536)",PelhamBaySouth
Nyssa sylvatica , blackgum,2018,NA,"c(1838013.61989311, 2197887.09451915)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1837882.84430207, 2197682.7625098)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837333.90457576, 2198361.5659826)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1837900.19985794, 2197762.72120931)",PelhamBaySouth
Quercus bicolor , swamp white oak,2018,NA,"c(1837327.51346612, 2198327.35688305)",PelhamBaySouth
Styphnolobium japonicum , Japanese pagoda tree,2018,NA,"c(1837329.24263331, 2198036.96808955)",PelhamBaySouth
Koelreuteria paniculata , goldenrain tree,2018,NA,"c(1837193.53647864, 2198197.88323491)",PelhamBaySouth
Acer platanoides , Norway maple,2018,NA,"c(1837435.47004505, 2197570.06455876)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837485.27030351, 2198183.86447836)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1836958.16150092, 2198100.53828454)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837077.96276891, 2198140.91318763)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1836629.29793589, 2197954.35881037)",PelhamBaySouth
Pinus strobus , eastern white pine,2018,NA,"c(1837061.88574415, 2198410.80164237)",PelhamBaySouth
Quercus phellos , willow oak,2018,NA,"c(1837530.75614444, 2198224.26416463)",PelhamBaySouth
Celtis occidentalis , common hackberry,2018,NA,"c(1837937.91216949, 2197758.89831724)",PelhamBaySouth
Tilia americana , American basswood,2018,NA,"c(1836678.97036668, 2198097.50065922)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837367.80118726, 2198337.47318356)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837590.10066383, 2198372.13887745)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837510.19618349, 2198164.3858206)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837710.49617365, 2198437.83676844)",PelhamBaySouth
Ulmus americana , American elm,2018,NA,"c(1836955.97489777, 2198106.85676361)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836746.46993841, 2198192.11749407)",PelhamBaySouth
Metasequoia glyptostroboides , dawn redwood,2018,NA,"c(1837551.17520357, 2198235.91445123)",PelhamBaySouth
Unknown , Unknown,2018,NA,"c(1837778.72245416, 2197645.72702861)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1837330.99473118, 2198017.51723792)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1836671.41306877, 2197890.51242805)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837448.54853195, 2197675.38263017)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1836596.53383837, 2197931.01453759)",PelhamBaySouth
Malus , apple,2018,NA,"c(1837616.02610054, 2198351.29857577)",PelhamBaySouth
Quercus ellipsoidalis , northern pin oak,2018,NA,"c(1837195.04372218, 2198053.53239186)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836692.74786891, 2198136.62599924)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837043.7751797, 2198206.56442458)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1836628.60530895, 2198004.86942002)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837311.7486627, 2198056.8436593)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836687.73654087, 2197963.87527789)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837403.04801098, 2198099.99928958)",PelhamBaySouth
Metasequoia glyptostroboides , dawn redwood,2018,NA,"c(1837555.1799787, 2198221.31681688)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837652.609571, 2198467.26812973)",PelhamBaySouth
Cercis canadensis , eastern redbud,2018,NA,"c(1836594.50347645, 2197960.01302203)",PelhamBaySouth
Juglans nigra , black walnut,2018,NA,"c(1837769.25029079, 2197689.45325598)",PelhamBaySouth
Quercus ellipsoidalis , northern pin oak,2018,NA,"c(1837123.08364122, 2198099.39938954)",PelhamBaySouth
Quercus imbricaria , shingle oak,2018,NA,"c(1836851.51007888, 2198053.49820223)",PelhamBaySouth
Platanus x acerifolia , London planetree,2018,NA,"c(1837239.54867833, 2198014.74927712)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837459.22265734, 2197687.79829487)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837424.73344131, 2198175.82750779)",PelhamBaySouth
Liriodendron tulipifera , tuliptree,2018,NA,"c(1837450.26648943, 2198164.91799954)",PelhamBaySouth
Pinus strobus , eastern white pine,2018,NA,"c(1837059.97673336, 2198405.01567486)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837718.20073451, 2198455.65593945)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837375.38559061, 2198076.80627493)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837704.14803837, 2198523.5099187)",PelhamBaySouth
Styphnolobium japonicum , Japanese pagoda tree,2018,NA,"c(1837326.28707687, 2198027.64611182)",PelhamBaySouth
Quercus bicolor , swamp white oak,2018,NA,"c(1837767.80446682, 2197691.51352925)",PelhamBaySouth
Acer saccharinum , silver maple,2018,NA,"c(1837195.18451844, 2197951.06297481)",PelhamBaySouth
Morus , mulberry,2018,NA,"c(1837885.86496317, 2198786.49937323)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837510.51021846, 2198211.49264317)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836722.07825737, 2198177.75437598)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837460.01308846, 2198224.89634179)",PelhamBaySouth
Quercus rubra , northern red oak,2018,NA,"c(1837515.01744538, 2198202.94513981)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1837327.91170812, 2198359.00370401)",PelhamBaySouth
Pinus strobus , eastern white pine,2018,NA,"c(1837088.22724972, 2198429.1255109)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837346.300257, 2198266.74190964)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836654.44299857, 2197874.86295128)",PelhamBaySouth
Liquidambar styraciflua , sweetgum,2018,NA,"c(1837610.809485, 2198434.50752007)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837215.7076698, 2197922.30310111)",PelhamBaySouth
Celtis occidentalis , common hackberry,2018,NA,"c(1837082.86939348, 2198360.7716951)",PelhamBaySouth
Pyrus calleryana , Callery pear,2018,NA,"c(1837224.22939731, 2197907.71242093)",PelhamBaySouth
Prunus , Cherry,2018,NA,"c(1837241.39526432, 2197933.77462603)",PelhamBaySouth
Prunus , Cherry,2018,NA,"c(1836653.02678065, 2197893.28474233)",PelhamBaySouth
Quercus phellos , willow oak,2018,NA,"c(1837488.60281218, 2198202.29593008)",PelhamBaySouth
Pinus resinosa , red pine,2018,NA,"c(1836638.1925287, 2197845.55529444)",PelhamBaySouth
Malus , apple,2018,NA,"c(1837314.24645078, 2198056.17244609)",PelhamBaySouth
Acer rubrum , red maple,2018,NA,"c(1837474.80484778, 2197672.48941005)",PelhamBaySouth
Carya cordiformis , bitternut hickory,2018,NA,"c(1838027.3857608, 2197872.53761737)",PelhamBaySouth
Quercus ellipsoidalis , northern pin oak,2018,NA,"c(1837195.22758987, 2198062.41886548)",PelhamBaySouth
Quercus coccinea , scarlet oak,2018,NA,"c(1837472.92874914, 2198160.30832499)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836567.03001542, 2198014.54481621)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836594.92748996, 2197936.32511332)",PelhamBaySouth
Tilia cordata , littleleaf linden,2018,NA,"c(1837418.10706764, 2198110.64162505)",PelhamBaySouth
Quercus palustris , pin oak,2018,NA,"c(1836750.11001635, 2197993.52407786)",PelhamBaySouth
Ulmus americana , American elm,2018,NA,"c(1836967.82969928, 2198119.92933919)",PelhamBaySouth
